Basho,Araiso,Asahiyama[1],Azumazeki,Fujishima[1],Furiwake,Futagoyama[1],Hanakago[1],Hanakago[2],Hanakago[3],Hanaregoma[1],Hatachiyama,Isegahama[2],Izutsu[2],Izutsu[3],Kabutoyama,Kagamiyama,Kasugayama[1],Kasugayama[2],Kasugayama[3],Kiriyama[2],Kise[1],Kumagatani[1],Kumagatani[2],Magaki[2],Magaki[3],Michinoku[1],Mihogaseki[1],Mihogaseki[2],Minatogawa[1],Minatogawa[2],Minezaki,Miyagino[1],Nakagawa[3],Nakagawa[4],Nakamura[1],Nakamura[2],Nishikijima,Nishonoseki[2],Oguruma,Oitekaze[3],Onaruto[1],Onaruto[2],Onogawa[3],Oshima[1],Oshiogawa[2],Oyama,Sadogatake[1],Sanoyama[1],Sanoyama[2],Shikihide[2],Tagonoura[2],Takanohana,Takashima[1],Takashima[2],Takekuma[2],Takekuma[3],Tamanoi[1],Tanigawa[1],Tanigawa[2],Tatekawa,Tatsutagawa,Tatsutayama[2],Tomozuna,Urakaze,Wakafuji,Wakamatsu,Yamawake
1949.10,,,,,,,,,,,,-,,,,,,,,,,,,,,,,Dewanoumi-31-15-Yokozuna Tsunenohana--9-,,,,,,,,,Isenoumi[3]-5-0-Maegashira #1 Kashiwado--25-,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,-,
1950.01,,,,,,,,,,,,-,,,,,,,,,,,,,,,,Dewanoumi-33-16-Yokozuna Tsunenohana--9-,,,,,,,,,Isenoumi[3]-7-0-Maegashira #1 Kashiwado--25-,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,-,
1950.05,,,,,,,,,,,,-,,,,,,,,,,,,,,,,Dewanoumi-31-16-Yokozuna Tsunenohana-BO-9--Ozeki Masuiyama I-Mihogaseki[2]-,,,,,,,,,-,,,,,,,,,-,,,,Nishikijima-4-3-Maegashira #1 Orochiyama--59-,,,,,,,,,,,,,,,,-,
1950.09,,,,,,,,,,,,-,,,,,,,,,,,,,,,,-,,,,,,,,,-,,,,,,,,,-,,,,Nishikijima-5-3-Maegashira #1 Orochiyama--59-,,,,,,,,,,,,,,,,-,
1951.01,,,,,,,,,,,,-,,,,,,,,,,,,,,,,-,,,,,,,,,Shikihide[2]-1-0-Maegashira #11 Ariake-HB-78--Nishikijima-,,,,,,,,,-,,,,Nishikijima-5-3-Maegashira #1 Orochiyama-BO-59--Maegashira #11 Ariake-Shikihide[2]-,,,,,,,,,,,,,,,,-,
1951.05,,,,,,,,,,,,-,,,,,,,,,,,,,,,,-,,,,,,,,,Shikihide[2]-1-0-Maegashira #11 Ariake--78-,,,,,,,,,-,,,,-,,,,,,,,,,,,,,,,-,
1951.09,,,,,,,,,,,,-,,,,,,,,,,,,,,,,-,,,,,,,,,Shikihide[2]-1-0-Maegashira #11 Ariake--78-,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,-,
1952.01,,,,,,,,Nishonoseki[2]-45-11-Ozeki Saganohana--60-,,,,-,,,,,,,,,,,,,,,,-,,,,,,,,,-,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,-,
1952.05,,,,,,,,Nishonoseki[2]-42-9-Ozeki Saganohana--60-,,,,-,,,,,,,,,,,,,,,,-,,,,,,,,,-,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,-,
1952.09,,,,,,,,Nishonoseki[2]-33-6-Ozeki Saganohana-BO-60--Maegashira #3 Onoumi-Hanakago[2]-Shibatayama,,,,-,,,,,,,,,,,,,,,,-,,,,,,,,,-,Hanakago[2]-7-3-Maegashira #3 Onoumi-HB-77-Shibatayama-Nishonoseki[2]-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,-,
1953.01,,,,,,,,-,,,,-,,,,,,,,,,,,,,,,-,,Nishonoseki[2]-32-6-Ozeki Saganohana--60-,,,,,,,-,Hanakago[2]-7-2-Maegashira #3 Onoumi--77-Shibatayama,,,,,,,,-,,,,,,,,,,,,,,,,,,,,-,
1953.03,,,,,,,,-,,,,-,,,,,,,,,,,,,,,,-,,Nishonoseki[2]-31-6-Ozeki Saganohana--60-,,,,,,,-,Hanakago[2]-9-2-Maegashira #3 Onoumi--77-Shibatayama,,,,,,,,-,,,,,,,,,,,,,,,,,,,,-,
1953.05,,,,,,,,-,,,,-,,,,,,,,,,,,,,,,-,,Nishonoseki[2]-31-6-Ozeki Saganohana-BO-60--Maegashira #1 Tokachiiwa-Minatogawa[2]-,,,,,,,-,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,-,
1953.09,,,,,,,,-,,,,-,,,,,,,,,,,,,,,,-,,-,,,,,,,-,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,-,
1954.01,,,,,,,,-,,,,-,,,,,,,,,,,,,,,,-,,-,,,,,,,-,-,,,,,,,,-,,,,,,,,,,,,,,,,,,Isegahama[2]-27-9-Yokozuna Terukuni--2-Araiso,,-,
1954.03,,,,,,,,-,,,,-,,,,,,,,,,,,,,,,-,,-,,,,,,,-,-,,,,,,,,-,,,,,,,,,,,,,,,,,,Isegahama[2]-27-9-Yokozuna Terukuni--2-Araiso,,-,
1954.05,,,,,,,,-,,,,-,,,,,,,,,,,,,,,,-,,-,,,,,,,-,-,,,,,,,,-,,,,,,,,,,,,,,,,,,Isegahama[2]-28-8-Yokozuna Terukuni-BO-2-Araiso-Maegashira #5 Taroyama-Urakaze-,,-,
1954.09,,,,,,,,-,,,,-,,,,,,,,,,,,,,,,-,,-,,,,,,,-,-,,,,,,,,-,,Takasago-30-11-Yokozuna Maedayama--84-,,,,,,,,,,,,,,,,-,,-,
1955.01,,,,,,,,-,,,,-,,,,,,Tatsunami-36-11-Yokozuna Haguroyama--94-,,,,,,,,,,-,,-,,,,,,,-,-,,,,,,,,-,,Takasago-27-10-Yokozuna Maedayama--84-,,,,,,,,,,,,,,,,,,-,
1955.03,,,,,,,,-,,,,Urakaze-1-0-Maegashira #5 Taroyama--100-,,,,,,Tatsunami-36-11-Yokozuna Haguroyama--94-,,,,,,,,,,-,,-,,,,,,,-,-,,,,,,,,-,,Takasago-29-10-Yokozuna Maedayama-BO-84--Maegashira #2 Asahibiki-Sanoyama[1]-,,,,,,,,,,,,,,,,,,-,
1955.05,,,,,,,,-,,,,Urakaze-1-0-Maegashira #5 Taroyama--100-,,,,,,Tatsunami-34-10-Yokozuna Haguroyama-BO-94--Ozeki Nayoroiwa-Kasugayama[2]-,,,,,,,,,,-,,-,,,,,,,-,-,,,,,,,,-,,-,,,,,,,,,,,,,,,,,,-,
1955.09,,,,,,,,-,,,,Urakaze-1-0-Maegashira #5 Taroyama--100-,,,,,,-,,,,,,,,,,-,,-,,,,,,,-,Sadogatake[2]-3-0-Komusubi Kotonishiki-HB-72--Nishonoseki[2]-,,,,,,,,-,,-,,,,,,,,,,,,,,,,,,-,
1956.01,,,,,,,,-,,,,-,,,,,,-,,,,,,,,,,-,,-,,,,,,,-,Sadogatake[2]-4-0-Komusubi Kotonishiki--72-,,,,,,,,-,,-,,,,,,,,,,,,,,,,,,-,
1956.03,,,,,,,,-,,,,-,,,,,,-,,,,,,,,,,-,,-,,,,,,,-,Sadogatake[2]-4-0-Komusubi Kotonishiki--72-,,,,,,,,-,,-,,,,,,,,,,,,,,,,,,-,
1956.05,,,,,,,,-,,,,Kumagatani[1]-2-0-Maegashira #4 Shikishima--41-,,,,,,-,,,,,,,,,,-,,-,,Oshima[2]-21-6-Komusubi Tomoegata--86-Takashima,,,,,-,-,,,,,,,,-,,-,,,,,,,,,,,,,,,,,,-,
1956.09,,,,,,,,-,,,,Kumagatani[1]-1-0-Maegashira #4 Shikishima--41-,,,,,,-,,,,Isegahama[2]-29-8-Yokozuna Terukuni--2-Araiso,,,,,,-,,-,,Oshima[2]-23-6-Komusubi Tomoegata--86-Takashima,,,,,-,-,,,,,,,,-,,-,,,,,,,,,,,,,,,,,,-,
1957.01,,,,,,,,-,,,,Kumagatani[1]-1-0-Maegashira #4 Shikishima-HS-41--Isegahama[2]-Araiso,,,,,,-,,,,Isegahama[2]-27-7-Yokozuna Terukuni--2-Araiso,,,,,,-,,-,,Oshima[2]-25-7-Komusubi Tomoegata-HM-86-Takashima-Miyagino[1],,,,,-,-,,,,,,,,-,,-,,,,,,,,,,,,,,,,,,-,
1957.03,,,,,,,,-,,,,-,,,,,,-,,,,Isegahama[2]-29-8-Yokozuna Terukuni-HM-2-Araiso-Kumagatani[1],,,,,,-,,-,,-,,,,,-,-,,,,,,,,-,,-,,,,,,,,,,,,,,,,,,-,
1957.05,,,,,,,,-,,,,-,,,,,,-,,,,-,,,,,,-,,-,,,,,,,-,-,,,,,,,,-,,-,,,,,,,,,,,,,,,,,,-,
1957.09,,,,,,,,-,,,,-,,,,,,-,,,,,,,,,,-,,-,,,,,,,-,-,,,,,,,,-,,-,,,,,,,,,,,,,,,,,,-,
1957.11,,,,,,,,-,,,,-,,,,,,-,,,,,,,,,,-,,-,,,,,,,-,-,,,,,,,,-,,-,,,,,,,,,,,,,,,,,,-,
1958.01,,,,,,,,-,,,,-,,,,,,-,,,,,,,,,,-,,-,,,,,,,-,-,,,,,,,,-,,-,,,,,,,,,,,,,,,,,,-,
1958.03,,,,,,,,-,,,,-,,,,,,-,,,,,,,,,,-,,-,,,,,,,-,-,,,,,,,,-,,-,,,,,,,,,,,,,,,,,,-,
1958.05,,,,,,,,-,,,,-,,,,,,-,,,,,,,,,,-,,-,,,,,,,-,-,,,,,,,,-,,-,,,,,,,,,,,,,,,,,,-,
1958.07,,,,,,,,-,,,,-,,,,,,-,,,,,,,,,,-,,-,,,,,,,-,-,,,,,,,,-,,-,,,,,,,,,,,,,,,,,,-,
1958.09,,,,,,,,-,,,,-,,,,,,-,,,Isegahama[2]-33-8-Yokozuna Terukuni--2-Araiso,,,,,,,-,,-,,,,,,,-,-,,,,,,,,-,,-,,,,,,,,,,,,,,,,,,-,
1958.11,,,,,,,,-,,,,-,,,,,,-,,,Isegahama[2]-36-9-Yokozuna Terukuni--2-Araiso,,,Oitekaze[3]-7-0-Ozeki Shimizugawa--62-,,,,-,,-,,,,,,,-,-,,,,,,,,-,,-,,,,,,,,,,,,,,,,,,-,
1959.01,,,,,,,,-,,,,-,,,,,,-,,,Isegahama[2]-37-8-Yokozuna Terukuni-BO-2-Araiso-Maegashira #1 Katsuragawa-Kise[1]-,,,Oitekaze[3]-7-1-Ozeki Shimizugawa--62-,,,,-,,-,,,,,,,-,-,,,,,,,,-,,-,,,,,,,,,,,,,,,,,,-,
1959.03,,,,,,,,-,,,,Kise[1]-1-0-Maegashira #1 Katsuragawa--37-,,,,,,-,,,-,,,Oitekaze[3]-7-1-Ozeki Shimizugawa-BO-62--Komusubi Shimizugawa-Magaki[2]-,,,,-,,-,,,,,,,-,-,,Magaki[2]-2-0-Komusubi Shimizugawa-HB-43--Oitekaze[3]-,,,,,,-,,-,,,,,,,,,,,,,,,,,,-,
1959.05,,,,,,,,-,,,,Kise[1]-1-0-Maegashira #1 Katsuragawa--37-,,,,,,-,,,-,,,-,,,,-,,-,,,,,,,-,-,,Magaki[2]-3-0-Komusubi Shimizugawa--43-,,,,,,-,,-,,,,,,,,,,,,,,,,,,-,
1959.07,,,,,,,,-,,,,Kise[1]-1-0-Maegashira #1 Katsuragawa--37-,,,,,,-,,,-,,,,,,,-,,-,,,,,,,-,-,,Magaki[2]-3-0-Komusubi Shimizugawa--43-,,,,,,-,,-,,,,,,,,,,,,,,,,,,-,
1959.09,,,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,-,,,,,,,-,-,,-,,,,,,-,,-,,,,,,,,,,,,,,,,,,-,
1959.11,,,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,-,,,Tatsunami-50-8-Yokozuna Haguroyama--94-,,,,-,-,,-,,,,,,-,,Takasago-45-11-Yokozuna Maedayama--84-,,,,,,,,,,,,,,,,,,-,
1960.01,,,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,-,,,Tatsunami-51-7-Yokozuna Haguroyama--94-,,,,-,-,,-,,,,,,-,,Takasago-45-9-Yokozuna Maedayama--84-,,,,,Oshima[2]-7-3-Komusubi Tomoegata--86-Takashima,,,,,,,Nishikijima-4-0-Gyoji Kimura Kesazo--59-,,,,,,-,
1960.03,,,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,-,,,Tatsunami-50-8-Yokozuna Haguroyama-BO-94--Maegashira #2 Kiyoenami-Nakagawa[3]-,,,,-,-,,-,,,,,,-,,Takasago-49-8-Yokozuna Maedayama-HM-84--Sanoyama[1],,,,,Oshima[2]-7-2-Komusubi Tomoegata--86-Takashima,,,,,,,Nishikijima-5-0-Gyoji Kimura Kesazo--59-,,,,,,-,
1960.05,,,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,-,,,-,,,,-,-,,-,Asahiyama[1]-13-2-Sekiwake Kozuzan-BO-4--Maegashira #2 Futaseyama-Onaruto[1]-,,,,,-,,,,,,,Oshima[2]-5-2-Komusubi Tomoegata-BO-86-Takashima-Ozeki Mitsuneyama-Takashima[1]-Kumagatani,,,,,,,Nishikijima-5-0-Gyoji Kimura Kesazo-BO-59--Maegashira #10 Hiodoshi-Tatekawa-,,,,,,-,
1960.07,,Onaruto[1]-1-0-Maegashira #2 Futaseyama--63-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,-,,,,,,,-,-,,-,Asahiyama[1]-12-2-Sekiwake Kozuzan--4-,,,,,-,,,,,,,-,,,,,,,-,,,,,,-,
1960.09,,Onaruto[1]-2-0-Maegashira #2 Futaseyama--63-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,-,,,,,,,-,-,,-,Asahiyama[1]-12-2-Sekiwake Kozuzan--4-,,,,,-,,,,,,,-,,,,,,,,,,,,,-,
1960.11,,Onaruto[1]-2-0-Maegashira #2 Futaseyama--63-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,-,,,,,,,-,-,,-,-,,,,,-,,,,,,,-,,,,,,,,,,,,,-,
1961.01,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,-,,,,,,,-,-,,-,-,,,,,-,,,,,,,-,,,,,,,,,,,,,-,
1961.03,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,-,,,,,,,-,-,,-,-,,,,,-,,,Takasago-51-9-Yokozuna Maedayama--84-,,,,-,,,,,,,,,,,,,-,
1961.05,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,-,,,,,Nishonoseki[2]-66-6-Ozeki Saganohana-BO-60--Sekiwake Tamanoumi-Kataonami-,,-,-,,-,-,,,,,-,,,Takasago-50-10-Yokozuna Maedayama--84-,,,,-,,,,,,,,,,,,,-,
1961.07,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,-,,,,,Nishonoseki[2]-68-7-Ozeki Saganohana--60-,,-,-,,-,-,,,,,-,,,Takasago-48-8-Yokozuna Maedayama-BO-84--Komusubi Kuninobori-Sanoyama[2]-,,,,-,,,,,,,,,,,,,-,
1961.09,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,-,,,,,Nishonoseki[2]-70-7-Ozeki Saganohana-HM-60--Nakamura[1],,-,-,,-,-,,,,,-,,,-,,,,-,,,,,,,,,,,,,-,
1961.11,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,-,,,,,-,,-,-,,-,-,,,,,-,,,,,,,-,,,,,,,,,,,,,-,
1962.01,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,-,,,,,,,-,-,,-,-,,,,,-,,,,,,,-,,,,,,,,,,,,,-,
1962.03,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,-,,,,,,,-,-,,-,-,,,,,-,,,,,,Hanakago[2]-67-7-Maegashira #3 Onoumi--17-,-,,,,,,,,,,,,,-,
1962.05,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,-,,,,,,,-,-,,-,-,,,,,-,,,,,,Hanakago[2]-58-6-Maegashira #3 Onoumi--17-,-,,,,,,Isegahama[2]-50-6-Yokozuna Terukuni--24-,,,,,,,-,
1962.07,,-,,,,,,Takanohana-8-0-Yokozuna Wakanohana I-HB-14-Futagoyama-Hanakago[2]-,,,,-,,,,,,-,,,-,,,,,,,-,,-,,,,,,,-,-,,-,-,,,,,-,,,,,,Hanakago[2]-55-7-Maegashira #3 Onoumi-BO-17--Yokozuna Wakanohana I-Takanohana-Futagoyama,-,,,,,,Isegahama[2]-48-5-Yokozuna Terukuni--24-,,,,,,,-,
1962.09,,-,,,,,,Takanohana-10-0-Yokozuna Wakanohana I--14-Futagoyama,,,,Tanigawa[2]-1-0-Juryo #5 Yahatano-HB-91--Isegahama[2]-,,,,,,-,,,-,,,,,,,-,,-,,,,,,,-,-,,-,-,,,,,-,,,,,,-,-,,,,,,Isegahama[2]-48-4-Yokozuna Terukuni-BO-24--Juryo #5 Yahatano-Tanigawa[2]-,,,,,,,-,
1962.11,,-,,,,,,Takanohana-11-0-Yokozuna Wakanohana I--14-Futagoyama,,,,Tanigawa[2]-1-0-Juryo #5 Yahatano--91-,,,,,,-,,,-,,,,,,,-,,-,,,,,,,-,-,,-,-,,,,,-,,,,,,-,-,,,,,,-,,,,,,,-,
1963.01,,Onaruto[1]-5-0-Maegashira #2 Futaseyama--63-,,,,,,-,,,,Tanigawa[2]-1-0-Juryo #5 Yahatano--91-,,,,,,-,,,-,,,,,,,-,,-,,,,,,,-,-,,-,-,,,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1963.03,,Onaruto[1]-5-0-Maegashira #2 Futaseyama--63-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,-,,,,,,,-,-,,-,Asahiyama[1]-14-1-Sekiwake Kozuzan--4-,,,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1963.05,,Onaruto[1]-5-0-Maegashira #2 Futaseyama-HS-63--Asahiyama[1]-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,-,,,,,,,-,-,,-,Asahiyama[1]-14-1-Sekiwake Futaseyama-HT-4-,,,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1963.07,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,-,,,,,,,-,-,,-,Asahiyama[1]-21-1-Sekiwake Futaseyama-HM-4--Onaruto[1],,,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1963.09,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,-,,,,,,,-,-,,-,,,,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1963.11,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,-,,,,,,,Tokitsukaze-51-11-Yokozuna Futabayama--97-,-,,-,,,,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1964.01,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,-,,,,,,,Tokitsukaze-53-11-Yokozuna Futabayama--97-,-,,-,,,,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1964.03,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,-,,,,,,,Tokitsukaze-58-11-Yokozuna Futabayama-HM-97--Nishikijima,-,,-,,,,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1964.05,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,-,,,,,,,,Minatogawa[2]-3-0-Maegashira #1 Tokachiiwa--49-,,-,,,,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1964.07,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,Nishonoseki[2]-59-7-Ozeki Saganohana--60-,,,,,,,,Minatogawa[2]-3-0-Maegashira #1 Tokachiiwa--49-,,-,,,,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1964.09,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,Nishonoseki[2]-58-7-Ozeki Saganohana--60-,,,,,,,,Minatogawa[2]-3-0-Maegashira #1 Tokachiiwa-HS-49--Nishonoseki[2]-,,Tatsunami-50-8-Yokozuna Haguroyama--94-,,,Dewanoumi-65-10-Maegashira #1 Dewanohana--9-,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1964.11,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,Nishonoseki[2]-59-7-Ozeki Saganohana-HM-60--Minatogawa[2],,,,,,,,-,,Tatsunami-51-8-Yokozuna Haguroyama--94-,,,Dewanoumi-65-9-Maegashira #1 Dewanohana--9-,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1965.01,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,,,,,,,,,-,,Tatsunami-56-9-Yokozuna Haguroyama-HM-94--Oitekaze[3],,,Dewanoumi-72-11-Maegashira #1 Dewanohana-HM-9--Onogawa[3],,,-,,,,,,-,-,,,,,,,,,,,,,-,
1965.03,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,-,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1965.05,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1965.07,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1965.09,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1965.11,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1966.01,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1966.03,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1966.05,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1966.07,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1966.09,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1966.11,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1967.01,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1967.03,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1967.05,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1967.07,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1967.09,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1967.11,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1968.01,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1968.03,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1968.05,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,,,,,,-,
1968.07,,-,,,,,,-,,,,-,,,,,,-,,,-,,,,,,,-,,,,,,,,,,-,,,,,,,,-,,,,,,-,-,,,,,,,,,,,,,-,
